route,hour,minute,lat,lon,year,month,day
49B,15,57,41.998156229654946,-87.68981679280598,2024,8,12
X49,15,57,41.971947224934894,-87.68905639648438,2024,8,12
50,15,57,41.98596833333333,-87.669545,2024,8,12
51,15,57,41.801494884490964,-87.65437755584716,2024,8,12
52,15,57,41.778185,-87.70343166666666,2024,8,12
52A,15,57,41.795952388218474,-87.70366668701172,2024,8,12
53,15,57,41.83708572387695,-87.72429656982422,2024,8,12
53A,15,57,41.792663192749025,-87.72308629353842,2024,8,12
54,15,57,41.86409739790292,-87.74462167147932,2024,8,12
54A,15,57,42.01974942790928,-87.74759674072266,2024,8,12
54B,15,57,41.78028019496373,-87.74226379394531,2024,8,12
55,15,57,41.793291055931235,-87.61148172054651,2024,8,12
55A,15,57,41.78652477264404,-87.73924509684245,2024,8,12
55N,15,57,41.7885876705772,-87.78166961669922,2024,8,12
56,15,57,41.89128589630127,-87.64762306213379,2024,8,12
57,15,57,41.89504026597546,-87.7555923461914,2024,8,12
59,15,57,41.784088134765625,-87.602719443185,2024,8,12
60,15,57,41.846603333333334,-87.7444,2024,8,12
62,15,57,41.79814079159596,-87.7460819932281,2024,8,12
62H,15,57,41.78692499796549,-87.7412618001302,2024,8,12
63,15,57,41.779144795735675,-87.69084904988607,2024,8,12
63W,15,57,41.78082287311554,-87.74244666099548,2024,8,12
65,15,57,41.892520904541016,-87.69207763671875,2024,8,12
66,15,57,41.8948500662139,-87.75754986387311,2024,8,12
67,15,57,41.773722428541916,-87.56761052058293,2024,8,12
68,15,57,41.98283057377256,-87.78208555024246,2024,8,12
70,15,57,41.90222930908203,-87.75128555297852,2024,8,12
71,15,57,41.76593773320036,-87.59551397359596,2024,8,12
72,15,57,41.9098014831543,-87.7285133089338,2024,8,12
73,15,57,41.91680399576823,-87.63507136592159,2024,8,12
74,15,57,41.92434558868408,-87.7338638305664,2024,8,12
75,15,57,41.75952911376953,-87.67391204833984,2024,8,12
76,15,57,41.931182861328125,-87.80550384521484,2024,8,12
77,15,57,41.93877029418945,-87.7510184616339,2024,8,12
78,15,57,41.961788177490234,-87.65453338623047,2024,8,12
79,15,57,41.751690660204204,-87.56800283704486,2024,8,12
80,15,57,41.95275823620782,-87.7969352611597,2024,8,12
81,15,57,41.96803023598411,-87.7484257437966,2024,8,12
81W,15,57,41.97315683672505,-87.84642791748047,2024,8,12
82,15,57,41.84067681717546,-87.71712138554821,2024,8,12
84,15,57,41.99603666666667,-87.76459166666666,2024,8,12
85,15,57,41.97981929779053,-87.7684097290039,2024,8,12
85A,15,57,42.01181983947754,-87.78847122192383,2024,8,12
86,15,57,41.888248443603516,-87.7825698852539,2024,8,12
87,15,57,41.735599517822266,-87.66968536376953,2024,8,12
88,15,57,41.97170762092836,-87.77271492250505,2024,8,12
90,15,57,41.890861666666666,-87.805025,2024,8,12
91,15,57,41.96215754747391,-87.77716064453125,2024,8,12
92,15,57,41.970516204833984,-87.76219177246094,2024,8,12
93,15,57,41.968351190740414,-87.71120383522727,2024,8,12
94,15,57,41.771888732910156,-87.67371368408203,2024,8,12
95,15,57,41.72093265461472,-87.67726365575251,2024,8,12
96,15,57,42.007904052734375,-87.66548919677734,2024,8,12
97,15,57,42.04262100440869,-87.74711818971495,2024,8,12
100,15,57,41.7027587890625,-87.54122483102898,2024,8,12
103,15,57,41.70703750360207,-87.63837958163903,2024,8,12
106,15,57,41.708736419677734,-87.5807876586914,2024,8,12
108,15,57,41.721408990713265,-87.64329690199632,2024,8,12
111,15,57,41.692588806152344,-87.62208278759105,2024,8,12
111A,15,57,41.70853805541992,-87.58150482177734,2024,8,12
112,15,57,41.721805572509766,-87.62450103759765,2024,8,12
115,15,57,41.72172546386719,-87.62142944335938,2024,8,12
119,15,57,41.67754872639974,-87.66315460205078,2024,8,12
120,15,57,41.886932373046875,-87.63044776916504,2024,8,12
121,15,57,41.877899169921875,-87.64002990722656,2024,8,12
124,15,57,41.891944885253906,-87.61297607421875,2024,8,12
125,15,57,41.895763333333335,-87.62032,2024,8,12
126,15,57,41.87662124633789,-87.76570892333984,2024,8,12
130,15,57,41.86749720018963,-87.62432932299237,2024,8,12
134,15,57,41.88675401648697,-87.62740325927734,2024,8,12
135,15,57,41.87969090987225,-87.6323013305664,2024,8,12
136,15,57,41.88688405354818,-87.6268819173177,2024,8,12
143,15,57,41.87527084350586,-87.62336730957031,2024,8,12
146,15,57,41.88153467178345,-87.627685546875,2024,8,12
147,15,57,41.8852450929839,-87.62434702906116,2024,8,12
148,15,57,41.88947879566866,-87.62414461023667,2024,8,12
151,15,57,41.880049800872804,-87.6292953491211,2024,8,12
152,15,57,41.94457666666667,-87.83538833333333,2024,8,12
155,15,57,41.997589111328125,-87.69728293069979,2024,8,12
156,15,57,41.933264468578585,-87.63932800292969,2024,8,12
157,15,57,41.898441314697266,-87.6183090209961,2024,8,12
169,15,57,41.748756408691406,-87.76636505126953,2024,8,12
172,15,57,41.7859370640346,-87.60118103027344,2024,8,12
192,15,57,41.81843185424805,-87.62146759033203,2024,8,12
201,15,57,42.06431220127986,-87.70407940791203,2024,8,12
206,15,57,42.041156550816126,-87.69827139718193,2024,8,12
1,15,58,41.87733020204486,-87.62437485203598,2024,8,12
2,15,58,41.889712640794656,-87.62423912953523,2024,8,12
3,15,58,41.76053138628398,-87.6150593169748,2024,8,12
4,15,58,41.70557765302987,-87.60673720261147,2024,8,12
X4,15,58,41.72592136316132,-87.60450972172252,2024,8,12
6,15,58,41.888370513916016,-87.62503051757812,2024,8,12
7,15,58,41.87352418899536,-87.71879243850708,2024,8,12
8,15,58,41.879581451416016,-87.64727783203125,2024,8,12
8A,15,58,41.7510986328125,-87.62751770019531,2024,8,12
9,15,58,41.75023226304488,-87.66330736333674,2024,8,12
X9,15,58,41.947048024928314,-87.66893005371094,2024,8,12
10,15,58,41.79206466674805,-87.58386993408203,2024,8,12
11,15,58,41.99133224487305,-87.7089990234375,2024,8,12
12,15,58,41.86571781055348,-87.75561729637352,2024,8,12
J14,15,58,41.88320724487305,-87.63281768798828,2024,8,12
15,15,58,41.78381069286449,-87.58654022216797,2024,8,12
18,15,58,41.85895338512602,-87.70197066049727,2024,8,12
20,15,58,41.88030242919922,-87.76577933889921,2024,8,12
21,15,58,41.84809333333333,-87.80926666666667,2024,8,12
22,15,58,41.872703552246094,-87.62908172607422,2024,8,12
24,15,58,41.765129011504506,-87.62970702502193,2024,8,12
26,15,58,41.88687646800074,-87.62461853027344,2024,8,12
28,15,58,41.80933380126953,-87.59149932861328,2024,8,12
29,15,58,41.75138854980469,-87.62457275390625,2024,8,12
30,15,58,41.74764380916472,-87.5802623379615,2024,8,12
31,15,58,41.83799362182617,-87.66509246826172,2024,8,12
34,15,58,41.67616271972656,-87.62040710449219,2024,8,12
35,15,58,41.839056666666664,-87.60780833333334,2024,8,12
36,15,58,41.99612045288086,-87.66053402062619,2024,8,12
37,15,58,41.92525863647461,-87.65345764160156,2024,8,12
39,15,58,41.822736666666664,-87.60240666666667,2024,8,12
43,15,58,41.81760025024414,-87.64556884765625,2024,8,12
44,15,58,41.750308990478516,-87.6537094116211,2024,8,12
47,15,58,41.809622573852536,-87.5918586730957,2024,8,12
48,15,58,41.76300055185954,-87.67349243164062,2024,8,12
49,15,58,41.97724494934082,-87.68924827575684,2024,8,12
49B,15,58,42.00112806047712,-87.68991088867188,2024,8,12
X49,15,58,41.97127855088976,-87.68904876708984,2024,8,12
50,15,58,41.986019134521484,-87.6694564819336,2024,8,12
51,15,58,41.80147695541382,-87.65643978118896,2024,8,12
52,15,58,41.778185,-87.70343166666666,2024,8,12
52A,15,58,41.795328281543874,-87.70366668701172,2024,8,12
53,15,58,41.83708572387695,-87.72429656982422,2024,8,12
