service_date,day_type,bus,rail_boardings,total_rides
07/05/2014,A,513494,439422,952916
07/06/2014,U,410521,354469,764990
01/18/2015,U,391445,300710,692155
01/02/2015,W,656375,527583,1183958
07/27/2014,U,423806,403719,827525
07/25/2014,W,813032,793426,1606458
07/22/2014,W,825700,765642,1591342
01/29/2015,W,898174,760217,1658391
01/06/2015,W,771953,679913,1451866
07/15/2014,W,828927,739993,1568920
01/21/2015,W,905178,756860,1662038
01/27/2015,W,913448,764457,1677905
07/01/2014,W,855553,753101,1608654
01/01/2015,U,300426,287754,588180
07/21/2014,W,821289,740142,1561431
01/16/2015,W,898222,748177,1646399
01/13/2015,W,881226,743774,1625000
07/03/2014,W,856556,727253,1583809
01/10/2015,A,435672,352140,787812
01/08/2015,W,558275,579994,1138269
01/05/2015,W,753918,657877,1411795
07/11/2014,W,839507,817078,1656585
01/04/2015,U,330082,267676,597758
07/08/2014,W,836929,725372,1562301
07/14/2014,W,803242,716634,1519876
07/18/2014,W,839720,819331,1659051
07/10/2014,W,854968,782968,1637936
01/15/2015,W,899363,760336,1659699
07/20/2014,U,423665,431674,855339
01/14/2015,W,885449,742410,1627859
07/19/2014,A,578126,559893,1138019
01/23/2015,W,902567,747376,1649943
01/24/2015,A,538766,415123,953889
01/19/2015,W,597347,502376,1099723
01/30/2015,W,933971,754968,1688939
01/03/2015,A,441327,340135,781462
07/02/2014,W,824805,725327,1550132
01/11/2015,U,349027,279494,628521
07/13/2014,U,437544,429753,867297
07/29/2014,W,810857,746646,1557503
07/26/2014,A,563247,540197,1103444
01/28/2015,W,922297,763680,1685977
07/30/2014,W,815885,760415,1576300
01/09/2015,W,715334,639901,1355235
01/22/2015,W,903230,761705,1664935
07/09/2014,W,855793,763164,1618957
01/25/2015,U,339402,279154,618556
07/07/2014,W,821674,704301,1525975
07/28/2014,W,810122,730188,1540310
01/26/2015,W,896430,738965,1635395
07/31/2014,W,819409,785640,1605049
07/16/2014,W,844384,752925,1597309
01/07/2015,W,508815,509075,1017890
07/17/2014,W,837907,762599,1600506
02/27/2015,W,903421,736663,1640084
02/04/2015,W,957218,791399,1748617
02/11/2015,W,966071,770885,1736956
02/14/2015,A,514916,380652,895568
02/26/2015,W,857402,755359,1612761
02/15/2015,U,336299,276160,612459
02/25/2015,W,905748,752497,1658245
02/03/2015,W,947457,806148,1753605
02/07/2015,A,600789,439214,1040003
02/08/2015,U,399923,298701,698624
02/02/2015,W,632367,563770,1196137
02/21/2015,A,565948,410400,976348
02/19/2015,W,576326,575180,1151506
02/23/2015,W,857014,700742,1557756
02/05/2015,W,932148,780378,1712526
02/22/2015,U,378733,299663,678396
02/09/2015,W,936475,750136,1686611
02/17/2015,W,912529,745575,1658104
02/24/2015,W,901872,728674,1630546
02/28/2015,A,542479,405241,947720
02/13/2015,W,911949,740559,1652508
02/06/2015,W,959648,768091,1727739
02/12/2015,W,883395,729249,1612644
02/10/2015,W,965833,772727,1738560
02/16/2015,W,652807,547767,1200574
02/20/2015,W,847700,697600,1545300
02/18/2015,W,833785,707746,1541531
02/01/2015,U,293689,270615,564304
03/29/2015,U,362329,325865,688194
03/01/2015,U,383971,293964,677935
03/07/2015,A,585771,427330,1013101
03/02/2015,W,912384,715945,1628329
03/12/2015,W,953310,790210,1743520
03/05/2015,W,909192,744229,1653421
03/23/2015,W,817246,693264,1510510
03/27/2015,W,888293,726738,1615031
03/19/2015,W,928929,771127,1700056
03/16/2015,W,939583,768218,1707801
03/10/2015,W,953173,767551,1720724
03/15/2015,U,432055,362045,794100
03/28/2015,A,539031,429689,968720
03/13/2015,W,950690,801547,1752237
03/03/2015,W,904439,735951,1640390
03/26/2015,W,925361,736687,1662048
03/21/2015,A,566447,447493,1013940
03/11/2015,W,955083,778171,1733254
03/20/2015,W,932331,760906,1693237
03/24/2015,W,904344,727888,1632232
03/14/2015,A,605758,673707,1279465
03/18/2015,W,937056,771625,1708681
03/22/2015,U,383134,306283,689417
03/30/2015,W,903992,736692,1640684
03/08/2015,U,399324,309962,709286
03/31/2015,W,922487,753405,1675892
03/06/2015,W,909446,732902,1642348
03/17/2015,W,934438,770081,1704519
03/09/2015,W,935951,752995,1688946
03/25/2015,W,916538,734311,1650849
03/04/2015,W,928771,750369,1679140
05/09/2015,A,572064,455436,1027500
04/12/2015,U,410420,332334,742754
05/08/2015,W,916218,780602,1696820
05/20/2015,W,906942,760399,1667341
04/22/2015,W,925517,780432,1705949
04/23/2015,W,935537,799888,1735425
05/05/2015,W,918652,769751,1688403
05/01/2015,W,993931,835711,1829642
05/16/2015,A,561092,493377,1054469
05/28/2015,W,925094,787104,1712198
04/18/2015,A,599954,503902,1103856
04/29/2015,W,934550,793551,1728101
05/03/2015,U,435591,379014,814605
04/16/2015,W,890058,791213,1681271
04/24/2015,W,912926,782626,1695552
05/02/2015,A,629640,548837,1178477
05/23/2015,A,575386,501879,1077265
04/04/2015,A,582015,427101,1009116
05/22/2015,W,908692,760362,1669054
05/18/2015,W,908842,761991,1670833
05/19/2015,W,902867,759919,1662786
04/05/2015,U,393690,327292,720982
05/17/2015,U,415263,373832,789095
04/28/2015,W,941909,789018,1730927
04/27/2015,W,925541,769888,1695429
04/21/2015,W,931681,779658,1711339
05/21/2015,W,921476,784762,1706238
04/10/2015,W,828661,757159,1585820
04/06/2015,W,807389,711923,1519312
05/30/2015,A,481814,428464,910278
04/11/2015,A,586791,469045,1055836
05/31/2015,U,388866,351159,740025
04/26/2015,U,419729,352658,772387
05/13/2015,W,926402,784501,1710903
04/09/2015,W,748326,711033,1459359
05/26/2015,W,878946,743291,1622237
05/27/2015,W,921204,783749,1704953
05/10/2015,U,385323,315215,700538
05/24/2015,U,401488,366008,767496
04/01/2015,W,974353,784085,1758438
05/04/2015,W,933337,756442,1689779
04/20/2015,W,907393,762726,1670119
04/02/2015,W,897550,761806,1659356
04/19/2015,U,394676,338222,732898
04/14/2015,W,946490,796083,1742573
04/03/2015,W,814328,681130,1495458
05/29/2015,W,892551,800510,1693061
04/25/2015,A,496407,435893,932300
05/12/2015,W,904654,770185,1674839
04/17/2015,W,936814,818272,1755086
05/07/2015,W,956437,810302,1766739
04/15/2015,W,904861,796244,1701105
05/11/2015,W,869148,743353,1612501
04/13/2015,W,908654,767492,1676146
05/25/2015,U,397951,357227,755178
04/08/2015,W,822289,750275,1572564
05/06/2015,W,951886,789988,1741874
05/15/2015,W,921190,804671,1725861
05/14/2015,W,912634,795093,1707727
04/30/2015,W,923564,817167,1740731
04/07/2015,W,813597,727328,1540925
06/06/2015,A,606641,511352,1117993
06/17/2015,W,869500,775968,1645468
06/24/2015,W,821308,787858,1609166
06/15/2015,W,817931,774439,1592370
06/03/2015,W,964899,794693,1759592
06/01/2015,W,942997,757975,1700972
06/22/2015,W,759346,731448,1490794
06/10/2015,W,915049,801607,1716656
06/04/2015,W,938834,797464,1736298
06/08/2015,W,891851,759176,1651027
06/12/2015,W,854059,812194,1666253
06/19/2015,W,893122,813552,1706674
06/18/2015,W,867529,914768,1782297
06/23/2015,W,840211,794064,1634275
06/26/2015,W,773954,748661,1522615
06/14/2015,U,419317,407107,826424
06/07/2015,U,388946,337748,726694
06/09/2015,W,932006,792806,1724812
06/21/2015,U,439513,390557,830070
06/27/2015,A,570969,509237,1080206
06/30/2015,W,835118,751277,1586395
06/20/2015,A,563855,500734,1064589
06/29/2015,W,797072,730941,1528013
06/13/2015,A,590950,566965,1157915
06/28/2015,U,439944,577866,1017810
06/25/2015,W,808260,791423,1599683
06/02/2015,W,933346,779073,1712419
06/11/2015,W,898644,811432,1710076
06/16/2015,W,911783,818185,1729968
06/05/2015,W,919157,784462,1703619
08/09/2015,U,414942,384961,799903
07/16/2015,W,802468,762144,1564612
08/12/2015,W,817244,772367,1589611
08/21/2015,W,829744,785707,1615451
08/08/2015,A,577878,534305,1112183
07/27/2015,W,820529,760311,1580840
08/29/2015,A,520511,468675,989186
08/02/2015,U,425896,469421,895317
08/05/2015,W,831758,765442,1597200
08/01/2015,A,574270,587633,1161903
08/14/2015,W,813718,760558,1574276
08/20/2015,W,820929,778440,1599369
07/08/2015,W,848028,813381,1661409
07/17/2015,W,822257,809549,1631806
08/27/2015,W,858460,803728,1662188
07/31/2015,W,834790,871817,1706607
07/23/2015,W,844483,783822,1628305
08/26/2015,W,860821,774429,1635250
08/28/2015,W,841111,770482,1611593
08/16/2015,U,448872,420453,869325
07/15/2015,W,859672,775047,1634719
07/09/2015,W,856253,834100,1690353
07/07/2015,W,834983,794300,1629283
07/29/2015,W,814733,820373,1635106
08/03/2015,W,833632,751771,1585403
07/22/2015,W,844761,785763,1630524
08/10/2015,W,772518,716242,1488760
08/31/2015,W,836125,771622,1607747
07/01/2015,W,886380,762718,1649098
07/20/2015,W,819425,749387,1568812
08/19/2015,W,801496,768950,1570446
07/28/2015,W,827024,782394,1609418
08/23/2015,U,412542,393966,806508
08/11/2015,W,823620,770361,1593981
08/30/2015,U,417777,371923,789700
07/25/2015,A,573827,539665,1113492
07/21/2015,W,848416,782194,1630610
08/06/2015,W,825012,795399,1620411
07/03/2015,U,602599,612736,1215335
07/06/2015,W,816338,770918,1587256
07/18/2015,A,529845,515769,1045614
08/13/2015,W,817948,790163,1608111
07/30/2015,W,825894,811903,1637797
07/05/2015,U,427090,435680,862770
07/02/2015,W,850667,773838,1624505
08/17/2015,W,775836,708821,1484657
07/13/2015,W,784509,727235,1511744
08/04/2015,W,839704,762573,1602277
07/04/2015,A,508110,545727,1053837
07/12/2015,U,457477,468153,925630
07/10/2015,W,858745,851630,1710375
08/24/2015,W,824140,774207,1598347
07/24/2015,W,830024,818410,1648434
07/26/2015,U,419005,402975,821980
07/11/2015,A,575848,560642,1136490
08/25/2015,W,838405,768794,1607199
07/19/2015,U,440059,443655,883714
07/14/2015,W,836909,760527,1597436
08/18/2015,W,782272,745246,1527518
08/15/2015,A,567544,517393,1084937
08/22/2015,A,582295,519930,1102225
08/07/2015,W,831076,798253,1629329
10/18/2015,U,415455,392712,808167
09/07/2015,U,419206,362421,781627
09/13/2015,U,423559,417183,840742
09/28/2015,W,929278,829791,1759069
10/25/2015,U,415182,368100,783282
09/09/2015,W,966510,821823,1788333
10/01/2015,W,993576,848050,1841626
10/09/2015,W,931769,854606,1786375
09/05/2015,A,571868,528694,1100562
10/31/2015,A,500004,418362,918366
10/30/2015,W,949185,840246,1789431
09/19/2015,A,558990,557919,1116909
10/12/2015,W,759254,776968,1536222
09/18/2015,W,895702,853094,1748796
09/16/2015,W,956622,840594,1797216
10/19/2015,W,930236,819286,1749522
10/24/2015,A,556146,492083,1048229
10/27/2015,W,916953,824772,1741725
10/26/2015,W,929741,805144,1734885
09/17/2015,W,927771,851514,1779285
10/29/2015,W,916453,837868,1754321
10/02/2015,W,981039,837159,1818198
09/06/2015,U,452841,452445,905286
09/02/2015,W,882052,792561,1674613
10/06/2015,W,967808,831137,1798945
10/22/2015,W,942983,852957,1795940
10/28/2015,W,910794,826173,1736967
09/01/2015,W,909864,799606,1709470
09/20/2015,U,433770,428858,862628
09/11/2015,W,924272,872323,1796595
09/22/2015,W,947566,842632,1790198
10/04/2015,U,417529,371950,789479
10/15/2015,W,946290,860809,1807099
10/14/2015,W,954519,845066,1799585
09/08/2015,W,885886,756110,1641996
10/03/2015,A,571153,488574,1059727
10/21/2015,W,955633,882188,1837821
09/29/2015,W,914286,822855,1737141
09/25/2015,W,951827,863209,1815036
09/26/2015,A,598862,565634,1164496
10/17/2015,A,578160,546096,1124256
09/14/2015,W,930582,803746,1734328
10/16/2015,W,936818,855252,1792070
09/21/2015,W,935471,837061,1772532
09/24/2015,W,942518,835403,1777921
10/23/2015,W,915489,828812,1744301
10/08/2015,W,959798,851423,1811221
10/11/2015,U,400140,558033,958173
10/10/2015,A,577667,541173,1118840
10/05/2015,W,948999,805091,1754090
09/03/2015,W,907453,800062,1707515
09/27/2015,U,422542,406802,829344
10/20/2015,W,950953,875792,1826745
09/12/2015,A,553239,530282,1083521
09/15/2015,W,956026,853826,1809852
09/10/2015,W,928707,823661,1752368
09/04/2015,W,869966,802219,1672185
09/30/2015,W,946374,835001,1781375
10/13/2015,W,947941,873747,1821688
09/23/2015,W,942933,838495,1781428
10/07/2015,W,970204,854361,1824565
11/28/2015,A,459598,396926,856524
11/07/2015,A,573470,496404,1069874
11/18/2015,W,893671,808901,1702572
11/13/2015,W,837532,804273,1641805
11/03/2015,W,987382,830460,1817842
11/17/2015,W,880013,801291,1681304
11/23/2015,W,877236,781545,1658781
11/30/2015,W,870662,756626,1627288
11/24/2015,W,898177,805812,1703989
11/01/2015,U,436791,378873,815664
11/02/2015,W,940464,817657,1758121
11/11/2015,W,755234,738828,1494062
11/08/2015,U,414784,379185,793969
11/06/2015,W,925054,832872,1757926
11/05/2015,W,942300,851684,1793984
11/27/2015,W,443089,410220,853309
11/21/2015,A,429624,469943,899567
11/22/2015,U,356953,338408,695361
11/09/2015,W,923927,811177,1735104
11/04/2015,W,956176,842035,1798211
11/12/2015,W,879349,820988,1700337
11/25/2015,W,735265,667707,1402972
11/10/2015,W,940362,832141,1772503
11/15/2015,U,411704,352488,764192
11/20/2015,W,894949,812590,1707539
11/26/2015,U,288282,234285,522567
11/19/2015,W,884290,811595,1695885
11/14/2015,A,545554,475091,1020645
11/16/2015,W,908305,797597,1705902
11/29/2015,U,365314,312990,678304
12/03/2015,W,940609,807065,1747674
12/15/2015,W,884506,755882,1640388
12/25/2015,U,231718,162100,393818
12/08/2015,W,910018,775695,1685713
12/31/2015,W,604409,565772,1170181
12/18/2015,W,846033,738908,1584941
12/07/2015,W,898172,758242,1656414
12/21/2015,W,696473,644071,1340544
12/05/2015,A,566882,501339,1068221
12/23/2015,W,654312,571814,1226126
12/10/2015,W,909606,796080,1705686
12/12/2015,A,541305,491199,1032504
12/16/2015,W,871638,755292,1626930
12/06/2015,U,411174,360066,771240
12/30/2015,W,636706,585337,1222043
12/01/2015,W,949925,794768,1744693
12/04/2015,W,930083,815301,1745384
12/09/2015,W,916281,789224,1705505
12/26/2015,A,387357,292832,680189
12/28/2015,W,514171,484349,998520
12/02/2015,W,906715,792020,1698735
12/22/2015,W,722061,664559,1386620
12/14/2015,W,849106,728299,1577405
12/17/2015,W,864846,752203,1617049
12/27/2015,U,334737,272169,606906
12/24/2015,W,531521,378784,910305
12/19/2015,A,506208,423960,930168
12/11/2015,W,912854,801907,1714761
12/13/2015,U,383666,344084,727750
12/20/2015,U,392051,326681,718732
12/29/2015,W,638221,571322,1209543
02/24/2016,W,795160,725712,1520872
01/08/2016,W,841494,732495,1573989
01/16/2016,A,486797,404212,891009
01/09/2016,A,469539,391597,861136
01/10/2016,U,306896,263073,569969
02/06/2016,A,522296,423602,945898
01/23/2016,A,487975,416999,904974
01/26/2016,W,872768,764023,1636791
02/16/2016,W,883108,764147,1647255
02/25/2016,W,855117,762858,1617975
01/11/2016,W,753006,694734,1447740
01/15/2016,W,858032,742622,1600654
01/12/2016,W,760149,705694,1465843
02/08/2016,W,856547,733387,1589934
01/21/2016,W,873177,766262,1639439
02/22/2016,W,869531,745072,1614603
02/01/2016,W,926781,759849,1686630
01/05/2016,W,846789,727716,1574505
02/02/2016,W,833911,739247,1573158
01/07/2016,W,846274,736809,1583083
02/03/2016,W,925655,772821,1698476
01/14/2016,W,859099,758116,1617215
02/07/2016,U,377642,301141,678783
02/20/2016,A,566721,464149,1030870
02/09/2016,W,858961,752849,1611810
02/27/2016,A,536678,455421,992099
02/19/2016,W,887914,761996,1649910
01/27/2016,W,882832,768241,1651073
02/04/2016,W,901406,778227,1679633
01/24/2016,U,352859,293804,646663
02/14/2016,U,339238,314191,653429
01/04/2016,W,829429,703185,1532614
01/28/2016,W,877280,771161,1648441
02/29/2016,W,862380,742972,1605352
02/13/2016,A,438203,392095,830298
02/05/2016,W,785587,731495,1517082
02/10/2016,W,850090,742445,1592535
01/29/2016,W,863548,751090,1614638
01/19/2016,W,810646,727458,1538104
02/26/2016,W,865397,749991,1615388
01/17/2016,U,266532,241160,507692
02/21/2016,U,378769,311190,689959
01/18/2016,W,439597,405686,845283
01/03/2016,U,340540,287661,628201
02/11/2016,W,866884,752703,1619587
01/01/2016,U,303321,319835,623156
02/12/2016,W,820833,706242,1527075
02/23/2016,W,890949,765309,1656258
01/22/2016,W,841282,745168,1586450
01/30/2016,A,510514,427874,938388
01/25/2016,W,865486,751104,1616590
01/20/2016,W,856911,758524,1615435
01/02/2016,A,448859,365509,814368
01/06/2016,W,853904,733167,1587071
01/13/2016,W,787220,716663,1503883
01/31/2016,U,358361,293056,651417
02/15/2016,W,605584,548390,1153974
02/18/2016,W,890627,773317,1663944
02/17/2016,W,889758,766940,1656698
02/28/2016,U,385121,323758,708879
03/19/2016,A,520426,438020,958446
03/27/2016,U,342269,278098,620367
03/01/2016,W,859775,741922,1601697
03/21/2016,W,845669,707127,1552796
03/09/2016,W,882030,768961,1650991
03/20/2016,U,388282,318670,706952
03/10/2016,W,888084,780687,1668771
03/28/2016,W,842760,731858,1574618
03/16/2016,W,876232,779846,1656078
03/23/2016,W,838201,714672,1552873
03/29/2016,W,891134,766072,1657206
03/08/2016,W,902888,781301,1684189
03/24/2016,W,770638,689517,1460155
03/22/2016,W,863201,727343,1590544
03/11/2016,W,886599,797977,1684576
03/18/2016,W,875707,765919,1641626
03/25/2016,W,722960,650870,1373830
03/31/2016,W,832775,758014,1590789
03/15/2016,W,887592,769441,1657033
03/02/2016,W,878633,760062,1638695
03/03/2016,W,882188,764033,1646221
03/26/2016,A,518549,415919,934468
03/13/2016,U,332203,303129,635332
03/06/2016,U,393610,327173,720783
03/04/2016,W,883059,754750,1637809
03/05/2016,A,503983,421193,925176
03/30/2016,W,860700,750353,1611053
03/14/2016,W,870740,766595,1637335
03/07/2016,W,866171,739174,1605345
03/17/2016,W,891580,793590,1685170
03/12/2016,A,542246,605182,1147428
04/11/2016,W,878043,789042,1667085
04/10/2016,U,345627,301954,647581
04/24/2016,U,397080,343644,740724
04/08/2016,W,782419,753786,1536205
04/02/2016,A,492072,406616,898688
04/30/2016,A,474138,416588,890726
04/20/2016,W,774694,745040,1519734
04/16/2016,A,554744,505299,1060043
04/13/2016,W,850705,796616,1647321
04/18/2016,W,785035,732335,1517370
04/14/2016,W,863513,805071,1668584
04/25/2016,W,854155,751951,1606106
04/27/2016,W,856722,782591,1639313
04/06/2016,W,851050,763128,1614178
04/07/2016,W,867670,786281,1653951
04/15/2016,W,881603,806015,1687618
04/21/2016,W,768704,754746,1523450
04/05/2016,W,898889,774877,1673766
04/17/2016,U,409732,376485,786217
04/01/2016,W,848592,767974,1616566
04/26/2016,W,862743,782134,1644877
04/19/2016,W,765854,741141,1506995
04/28/2016,W,851720,821158,1672878
04/12/2016,W,886265,777658,1663923
04/03/2016,U,396042,345432,741474
04/29/2016,W,893284,815629,1708913
04/23/2016,A,503944,445282,949226
04/04/2016,W,857791,741710,1599501
04/22/2016,W,745475,721051,1466526
04/09/2016,A,509980,446082,956062
06/12/2016,U,409577,414048,823625
07/15/2016,W,769172,804635,1573807
05/14/2016,A,497514,455838,953352
05/06/2016,W,877873,814758,1692631
05/20/2016,W,834308,756160,1590468
05/24/2016,W,854725,767439,1622164
07/30/2016,A,503786,576267,1080053
05/26/2016,W,853656,775073,1628729
05/13/2016,W,852594,787476,1640070
05/27/2016,W,808244,757981,1566225
07/22/2016,W,745409,747479,1492888
06/09/2016,W,828551,789678,1618229
06/16/2016,W,832864,777260,1610124
07/05/2016,W,769179,735491,1504670
06/05/2016,U,415836,395977,811813
05/09/2016,W,815440,736551,1551991
05/21/2016,A,513934,460385,974319
07/19/2016,W,795162,797424,1592586
06/22/2016,W,707452,755165,1462617
07/16/2016,A,529240,528345,1057585
07/08/2016,W,786823,790177,1577000
06/07/2016,W,863284,795251,1658535
05/11/2016,W,873275,804156,1677431
07/10/2016,U,409685,397778,807463
06/13/2016,W,827684,760210,1587894
06/18/2016,A,526402,520856,1047258
07/29/2016,W,739138,868062,1607200
05/08/2016,U,393146,357946,751092
06/01/2016,W,872679,788650,1661329
06/24/2016,W,762562,781653,1544215
06/25/2016,A,531261,506223,1037484
07/07/2016,W,769513,774128,1543641
07/26/2016,W,786060,777948,1564008
06/23/2016,W,757817,760840,1518657
06/11/2016,A,530558,542809,1073367
05/15/2016,U,384799,360008,744807
06/30/2016,W,763112,783020,1546132
05/02/2016,W,878407,751259,1629666
06/20/2016,W,785446,762810,1548256
07/04/2016,U,393858,410925,804783
07/13/2016,W,762764,742502,1505266
05/12/2016,W,849532,775198,1624730
05/17/2016,W,839788,748287,1588075
05/31/2016,W,801439,753953,1555392
07/02/2016,A,530654,448200,978854
06/27/2016,W,753543,723488,1477031
06/19/2016,U,405719,396078,801797
06/10/2016,W,862529,853441,1715970
07/24/2016,U,370394,346616,717010
06/03/2016,W,892290,824890,1717180
07/06/2016,W,771626,788995,1560621
05/04/2016,W,879217,767760,1646977
05/01/2016,U,376131,334275,710406
06/06/2016,W,854036,762707,1616743
05/29/2016,U,409978,430982,840960
05/07/2016,A,512770,484312,997082
07/17/2016,U,372190,409174,781364
05/22/2016,U,393684,357897,751581
07/18/2016,W,774239,768719,1542958
05/25/2016,W,833427,754244,1587671
07/21/2016,W,737845,753156,1491001
05/28/2016,A,500775,532343,1033118
07/09/2016,A,536269,515738,1052007
05/18/2016,W,856701,757395,1614096
06/15/2016,W,845450,786422,1631872
07/23/2016,A,472199,457178,929377
07/20/2016,W,788803,794496,1583299
06/29/2016,W,774728,754918,1529646
07/27/2016,W,789537,831925,1621462
06/21/2016,W,834157,810149,1644306
06/14/2016,W,834141,778823,1612964
05/16/2016,W,836089,730287,1566376
06/26/2016,U,380689,453679,834368
05/30/2016,U,394914,389143,784057
07/12/2016,W,782892,749136,1532028
07/11/2016,W,769128,739158,1508286
07/25/2016,W,757860,744827,1502687
07/01/2016,W,798706,726939,1525645
06/08/2016,W,866785,791667,1658452
05/19/2016,W,855438,772464,1627902
05/10/2016,W,827322,761469,1588791
05/23/2016,W,839566,748976,1588542
06/17/2016,W,832088,818467,1650555
06/04/2016,A,504778,462308,967086
07/03/2016,U,415172,376896,792068
06/02/2016,W,873112,815928,1689040
06/28/2016,W,771611,748753,1520364
05/03/2016,W,879141,769834,1648975
07/28/2016,W,745499,867964,1613463
07/31/2016,U,400504,472314,872818
05/05/2016,W,898541,818665,1717206
07/14/2016,W,794813,775495,1570308
10/28/2016,W,894311,918735,1813046
08/01/2016,W,805970,779020,1584990
09/24/2016,A,539037,529457,1068494
09/20/2016,W,895184,826518,1721702
10/13/2016,W,896918,828891,1725809
10/07/2016,W,888731,877814,1766545
10/11/2016,W,884539,805839,1690378
10/24/2016,W,869861,779618,1649479
10/20/2016,W,880209,812195,1692404
10/26/2016,W,824006,782126,1606132
09/13/2016,W,904869,811807,1716676
09/28/2016,W,855499,787727,1643226
09/29/2016,W,870533,799130,1669663
09/06/2016,W,910863,760434,1671297
10/06/2016,W,858960,817595,1676555
10/12/2016,W,847394,785404,1632798
10/05/2016,W,915987,815309,1731296
08/24/2016,W,751955,721826,1473781
08/04/2016,W,783253,755236,1538489
09/08/2016,W,882599,797585,1680184
10/18/2016,W,901884,810090,1711974
08/19/2016,W,743211,718317,1461528
08/31/2016,W,815110,779334,1594444
08/10/2016,W,777389,765854,1543243
10/17/2016,W,890736,791317,1682053
08/16/2016,W,762943,764267,1527210
08/15/2016,W,718167,688590,1406757
08/28/2016,U,395954,343853,739807
08/06/2016,A,539382,467180,1006562
09/05/2016,U,399846,347259,747105
10/27/2016,W,892963,822190,1715153
08/09/2016,W,781438,769199,1550637
10/23/2016,U,388470,366503,754973
08/17/2016,W,759254,747942,1507196
08/26/2016,W,797432,768053,1565485
10/29/2016,A,539098,627116,1166214
09/25/2016,U,394810,380403,775213
08/05/2016,W,779186,747672,1526858
09/02/2016,W,838151,777158,1615309
10/09/2016,U,368515,528189,896704
10/16/2016,U,385574,403090,788664
08/27/2016,A,501883,451497,953380
09/10/2016,A,510845,465562,976407
10/25/2016,W,876768,801123,1677891
09/04/2016,U,427194,421479,848673
08/18/2016,W,740297,743427,1483724
10/03/2016,W,912435,775906,1688341
08/12/2016,W,700723,715035,1415758
10/10/2016,W,714940,708958,1423898
09/21/2016,W,863211,814264,1677475
09/22/2016,W,897609,814897,1712506
08/08/2016,W,759970,707087,1467057
10/15/2016,A,542187,535567,1077754
10/01/2016,A,511504,445272,956776
09/30/2016,W,889641,787112,1676753
10/21/2016,W,867704,800137,1667841
09/15/2016,W,907872,862105,1769977
08/13/2016,A,522972,488035,1011007
10/31/2016,W,860741,797545,1658286
09/17/2016,A,537329,524421,1061750
09/26/2016,W,884989,787408,1672397
10/04/2016,W,919088,799529,1718617
08/20/2016,A,480928,445798,926726
09/01/2016,W,847144,784336,1631480
08/14/2016,U,402523,380801,783324
10/30/2016,U,377290,446582,823872
09/27/2016,W,889769,795780,1685549
10/14/2016,W,892797,818230,1711027
08/29/2016,W,781400,750329,1531729
09/19/2016,W,894210,816014,1710224
09/07/2016,W,885587,785121,1670708
09/03/2016,A,542836,509314,1052150
09/16/2016,W,889307,843488,1732795
10/08/2016,A,537610,546072,1083682
09/09/2016,W,879935,784678,1664613
08/22/2016,W,764690,744165,1508855
09/18/2016,U,401077,402811,803888
08/11/2016,W,767967,775031,1542998
08/30/2016,W,791868,767220,1559088
08/07/2016,U,398288,355693,753981
10/22/2016,A,533242,566999,1100241
09/12/2016,W,886146,784139,1670285
09/23/2016,W,880748,832417,1713165
10/19/2016,W,895104,807016,1702120
08/21/2016,U,417057,396317,813374
08/25/2016,W,775862,737801,1513663
08/23/2016,W,784341,744176,1528517
09/14/2016,W,898125,812240,1710365
09/11/2016,U,397693,354732,752425
08/03/2016,W,822281,785246,1607527
08/02/2016,W,795778,779493,1575271
10/02/2016,U,391845,351589,743434
11/06/2016,U,406215,380648,786863
11/09/2016,W,865500,817596,1683096
11/08/2016,W,880506,791870,1672376
11/14/2016,W,862939,775439,1638378
11/23/2016,W,661576,624827,1286403
11/04/2016,W,798901,1146516,1945417
11/13/2016,U,369986,338339,708325
11/21/2016,W,844666,758214,1602880
11/22/2016,W,837828,756704,1594532
11/07/2016,W,887002,809878,1696880
11/19/2016,A,477472,501156,978628
11/27/2016,U,343504,302029,645533
11/17/2016,W,873693,811240,1684933
11/24/2016,U,266241,219875,486116
11/30/2016,W,852623,768149,1620772
11/12/2016,A,500583,474411,974994
11/29/2016,W,871577,771348,1642925
11/01/2016,W,931276,815318,1746594
11/05/2016,A,536579,531687,1068266
11/25/2016,W,496285,411245,907530
11/10/2016,W,842332,807250,1649582
11/03/2016,W,919828,891357,1811185
11/28/2016,W,801243,720824,1522067
11/20/2016,U,345895,315179,661074
11/11/2016,W,715260,721083,1436343
11/15/2016,W,881225,797235,1678460
11/18/2016,W,819907,792361,1612268
11/02/2016,W,866812,842885,1709697
11/26/2016,A,441384,383042,824426
11/16/2016,W,884662,801320,1685982
12/02/2016,W,882063,780569,1662632
12/04/2016,U,333825,312904,646729
12/03/2016,A,517756,456762,974518
12/19/2016,W,650356,607020,1257376
12/29/2016,W,593626,532909,1126535
12/28/2016,W,611176,537443,1148619
12/16/2016,W,744691,690845,1435536
12/01/2016,W,885401,779287,1664688
12/09/2016,W,806718,730968,1537686
12/27/2016,W,575294,490822,1066116
12/05/2016,W,841336,735184,1576520
12/11/2016,U,309743,291688,601431
12/21/2016,W,770713,665402,1436115
12/13/2016,W,785276,714038,1499314
12/22/2016,W,747188,635174,1382362
12/06/2016,W,859470,745095,1604565
12/12/2016,W,787062,702745,1489807
12/25/2016,U,199220,131542,330762
12/18/2016,U,270767,253184,523951
12/23/2016,W,676407,516584,1192991
12/24/2016,A,391140,253926,645066
