route,hour,minute,lat,lon,year,month,day
3,10,59,41.76200190226237,-87.61514394124349,2024,8,11
4,10,59,41.689158289056074,-87.61322583650288,2024,8,11
6,10,59,41.88387222290039,-87.62786865234375,2024,8,11
8,10,59,41.88669688527177,-87.64749889838987,2024,8,11
8A,10,59,41.74053738722161,-87.64380645751953,2024,8,11
9,10,59,41.95631,-87.66341666666666,2024,8,11
10,10,59,41.87609585848722,-87.62762520530008,2024,8,11
11,10,59,41.96608805656433,-87.68822654088338,2024,8,11
12,10,59,41.866188049316406,-87.7201386709062,2024,8,11
J14,10,59,41.7135009765625,-87.56532452557538,2024,8,11
15,10,59,41.80195999145508,-87.6243425452191,2024,8,11
18,10,59,41.85788345336914,-87.66141510009766,2024,8,11
20,10,59,41.88188311258952,-87.63930473327636,2024,8,11
21,10,59,41.85014629364014,-87.80831947326661,2024,8,11
22,10,59,41.893282916094805,-87.62970981082401,2024,8,11
28,10,59,41.70778274536133,-87.58081318781926,2024,8,11
29,10,59,41.73999227326492,-87.6241894426017,2024,8,11
30,10,59,41.75106430053711,-87.58515167236328,2024,8,11
34,10,59,41.65910720825195,-87.61413500682417,2024,8,11
35,10,59,41.83905792236328,-87.60780334472656,2024,8,11
36,10,59,41.99466172704157,-87.66045379638672,2024,8,11
39,10,59,41.8238410949707,-87.6160330521433,2024,8,11
43,10,59,41.80908412318076,-87.63148030927104,2024,8,11
44,10,59,41.736568450927734,-87.653076171875,2024,8,11
47,10,59,41.80904542246172,-87.63220903950352,2024,8,11
49,10,59,41.961335389510445,-87.68875122070312,2024,8,11
49B,10,59,42.00866,-87.69043666666667,2024,8,11
50,10,59,41.98350524902344,-87.66889953613281,2024,8,11
51,10,59,41.806610107421875,-87.63258361816406,2024,8,11
52,10,59,41.795291900634766,-87.70356750488281,2024,8,11
52A,10,59,41.79531005576805,-87.70366668701172,2024,8,11
53,10,59,41.85897468118107,-87.72489480411305,2024,8,11
53A,10,59,41.81365966796875,-87.723876953125,2024,8,11
54,10,59,41.888159096241,-87.74538457393646,2024,8,11
54B,10,59,41.828780896735914,-87.74344635009766,2024,8,11
55,10,59,41.786321666666666,-87.73884166666667,2024,8,11
56,10,59,41.88185119628906,-87.64087677001953,2024,8,11
57,10,59,41.89293850792779,-87.75552368164062,2024,8,11
60,10,59,41.846468333333334,-87.74457333333334,2024,8,11
62,10,59,41.79676067127901,-87.75515679752125,2024,8,11
63,10,59,41.77991414953161,-87.63028999611184,2024,8,11
63W,10,59,41.78627118197355,-87.73874248157848,2024,8,11
65,10,59,41.92143735018644,-87.78050162575461,2024,8,11
66,10,59,41.894901275634766,-87.77444458007812,2024,8,11
67,10,59,41.76914665915749,-87.62426549738103,2024,8,11
68,10,59,41.98596902327104,-87.7878400629217,2024,8,11
70,10,59,41.902608326503206,-87.7294864654541,2024,8,11
71,10,59,41.76556537462317,-87.62242922575578,2024,8,11
72,10,59,41.91020965576172,-87.70461387634278,2024,8,11
73,10,59,41.915144870155736,-87.6340591698362,2024,8,11
74,10,59,41.92480973939638,-87.70133961857977,2024,8,11
75,10,59,41.75952,-87.67396666666667,2024,8,11
76,10,59,41.93136906278306,-87.76208462922469,2024,8,11
77,10,59,41.93683624267578,-87.63943481445312,2024,8,11
78,10,59,41.96526781717936,-87.66659630669488,2024,8,11
79,10,59,41.75196838378906,-87.55023292873217,2024,8,11
80,10,59,41.952373333333334,-87.83769,2024,8,11
81,10,59,41.968448638916016,-87.76123809814453,2024,8,11
81W,10,59,41.968284606933594,-87.80447882936711,2024,8,11
82,10,59,41.95012283325195,-87.7127914428711,2024,8,11
84,10,59,41.990329197474885,-87.71470315115792,2024,8,11
85,10,59,41.93455574729226,-87.76634909889914,2024,8,11
87,10,59,41.73710488582003,-87.5716690948044,2024,8,11
88,10,59,41.99155765109592,-87.81851507116247,2024,8,11
90,10,59,41.88840166666667,-87.80498166666666,2024,8,11
91,10,59,41.921144703456335,-87.77561950683594,2024,8,11
92,10,59,41.970516204833984,-87.76219177246094,2024,8,11
94,10,59,41.8569221496582,-87.69559478759766,2024,8,11
95,10,59,41.72107696533203,-87.66669464111328,2024,8,11
97,10,59,42.03994938243519,-87.7522573297674,2024,8,11
103,10,59,41.71952819824219,-87.62053680419922,2024,8,11
111,10,59,41.72170610247918,-87.62042596205225,2024,8,11
111A,10,59,41.7088306568287,-87.58196089002821,2024,8,11
112,10,59,41.72161865234375,-87.63600318376407,2024,8,11
115,10,59,41.69020462036133,-87.61036682128906,2024,8,11
119,10,59,41.67761993408203,-87.65574645996094,2024,8,11
124,10,59,41.88210943010118,-87.62536006503635,2024,8,11
126,10,59,41.87625,-87.77391333333334,2024,8,11
130,10,59,41.864990234375,-87.61858367919922,2024,8,11
146,10,59,41.86751174926758,-87.62354343959264,2024,8,11
147,10,59,41.882275974049286,-87.62448254753562,2024,8,11
151,10,59,41.918194048332445,-87.63439109108664,2024,8,11
152,10,59,41.94460678100586,-87.83538055419922,2024,8,11
155,10,59,41.998137097026024,-87.67034912109375,2024,8,11
3,11,0,41.76744211637057,-87.61518947894757,2024,8,11
4,11,0,41.69253692626953,-87.61327362060547,2024,8,11
6,11,0,41.88351080152724,-87.62786102294922,2024,8,11
8,11,0,41.88532855592925,-87.6474609375,2024,8,11
8A,11,0,41.737888881138396,-87.64371926443917,2024,8,11
9,11,0,41.95633333333333,-87.66343333333333,2024,8,11
10,11,0,41.875209439185355,-87.62760925292969,2024,8,11
11,11,0,41.966026666666664,-87.68854166666667,2024,8,11
12,11,0,41.86625319260817,-87.71575399545523,2024,8,11
J14,11,0,41.71344521705141,-87.57008816333527,2024,8,11
15,11,0,41.80202529009651,-87.62112359439625,2024,8,11
18,11,0,41.85790261989686,-87.65878872755097,2024,8,11
20,11,0,41.8819536279749,-87.64103642216435,2024,8,11
21,11,0,41.850291325495796,-87.80099780742938,2024,8,11
22,11,0,41.89641291300456,-87.62977498372396,2024,8,11
28,11,0,41.70850054423014,-87.58177990383572,2024,8,11
29,11,0,41.74544263769079,-87.62430515995732,2024,8,11
30,11,1,41.75106430053711,-87.58515167236328,2024,8,11
34,11,1,41.663444172252305,-87.61922038685192,2024,8,11
35,11,1,41.83905792236328,-87.60780334472656,2024,8,11
36,11,1,41.990977096557614,-87.66034526824951,2024,8,11
39,11,1,41.82016566542328,-87.62006490738665,2024,8,11
43,11,1,41.81641642252604,-87.62944030761719,2024,8,11
44,11,1,41.73769206626743,-87.6532959283567,2024,8,11
47,11,1,41.809179132634945,-87.62691775235263,2024,8,11
49,11,1,41.95388579786869,-87.68852528354577,2024,8,11
50,11,1,41.97868386630354,-87.66961669921875,2024,8,11
51,11,1,41.80170576034054,-87.64011899886593,2024,8,11
52,11,1,41.797203063964844,-87.70362548828125,2024,8,11
52A,11,1,41.79347941560565,-87.70361140988908,2024,8,11
53,11,1,41.864172991584326,-87.72511351342295,2024,8,11
53A,11,1,41.80797074970446,-87.72365529913651,2024,8,11
54,11,1,41.89121590891192,-87.74562072753906,2024,8,11
54B,11,1,41.836228123417605,-87.74357209382234,2024,8,11
55,11,1,41.785545349121094,-87.73960876464844,2024,8,11
56,11,1,41.885501861572266,-87.64277648925781,2024,8,11
57,11,1,41.88753474842418,-87.75531283291903,2024,8,11
60,11,1,41.846468333333334,-87.74457333333334,2024,8,11
62,11,1,41.798139540875546,-87.74608974769467,2024,8,11
63,11,1,41.78003834569177,-87.62199667997139,2024,8,11
63W,11,1,41.78627118197355,-87.73874248157848,2024,8,11
65,11,1,41.920982826046824,-87.77811748225514,2024,8,11
66,11,1,41.89477498190744,-87.77049936567035,2024,8,11
67,11,1,41.76932144165039,-87.61609922136579,2024,8,11
68,11,1,41.98215896008062,-87.78089126886105,2024,8,11
70,11,1,41.90269088745117,-87.72215799184946,2024,8,11
71,11,1,41.76565933227539,-87.6176026564378,2024,8,11
72,11,1,41.910099029541016,-87.71178318903996,2024,8,11
73,11,1,41.91844601101346,-87.63622623019748,2024,8,11
74,11,1,41.924808502197266,-87.7048110961914,2024,8,11
75,11,1,41.75952,-87.67396666666667,2024,8,11
76,11,1,41.931416034698486,-87.75682422092983,2024,8,11
77,11,1,41.939674905630255,-87.6395263671875,2024,8,11
78,11,1,41.961788177490234,-87.66598413860987,2024,8,11
79,11,1,41.7518196105957,-87.55854121616909,2024,8,11
80,11,1,41.952315,-87.83783166666667,2024,8,11
81,11,1,41.96803665161133,-87.76089477539062,2024,8,11
81W,11,1,41.967255441766035,-87.80822011044151,2024,8,11
82,11,1,41.946799294990406,-87.71271929824562,2024,8,11
84,11,1,41.99035472601232,-87.71238450601068,2024,8,11
85,11,1,41.92784118652344,-87.76612854003906,2024,8,11
87,11,1,41.737220937555485,-87.5635722767223,2024,8,11
88,11,1,41.99684,-87.82099166666667,2024,8,11
90,11,1,41.894585,-87.805195,2024,8,11
91,11,1,41.91795824394851,-87.77565002441406,2024,8,11
92,11,1,41.970516204833984,-87.76219177246094,2024,8,11
94,11,1,41.86208152770996,-87.69581604003906,2024,8,11
95,11,1,41.72127914428711,-87.65233612060547,2024,8,11
97,11,1,42.03670467029918,-87.74977736039595,2024,8,11
103,11,1,41.71438217163086,-87.6204833984375,2024,8,11
111,11,1,41.71808784238754,-87.6140616632277,2024,8,11
111A,11,1,41.7088306568287,-87.58196089002821,2024,8,11
112,11,1,41.721439361572266,-87.64919478804977,2024,8,11
115,11,1,41.68573760986328,-87.61148071289062,2024,8,11
119,11,1,41.67782211303711,-87.64210510253906,2024,8,11
124,11,1,41.881966841848275,-87.63245632773952,2024,8,11
126,11,1,41.87664031982422,-87.76583099365234,2024,8,11
130,11,1,41.8675651550293,-87.62232208251953,2024,8,11
146,11,1,41.867488861083984,-87.62539111443286,2024,8,11
147,11,1,41.8788857460022,-87.62441873550415,2024,8,11
151,11,1,41.9207387651716,-87.63562665666852,2024,8,11
152,11,1,41.94490997700752,-87.8303857151466,2024,8,11
155,11,1,41.997957175118586,-87.67664903913226,2024,8,11
3,11,2,41.77265502929688,-87.61538696289062,2024,8,11
4,11,2,41.693257352139085,-87.60968472095246,2024,8,11
6,11,2,41.8808424949646,-87.62782039642335,2024,8,11
8,11,2,41.88337787828947,-87.64740753173828,2024,8,11
8A,11,2,41.7348518371582,-87.6436767578125,2024,8,11
9,11,2,41.95431137084961,-87.66819763183594,2024,8,11
10,11,2,41.87310113578007,-87.62634066877693,2024,8,11
11,11,2,41.969249407450356,-87.68885803222656,2024,8,11
12,11,2,41.86628041948591,-87.70994840349469,2024,8,11
J14,11,2,41.71832163193647,-87.57525455250459,2024,8,11
15,11,2,41.80216929951652,-87.61051890889152,2024,8,11
18,11,2,41.85798645019531,-87.65391906738282,2024,8,11
20,11,2,41.88185823880709,-87.64784123347356,2024,8,11
21,11,2,41.85047043346968,-87.79273799208345,2024,8,11
22,11,2,41.8999813304228,-87.63133250965791,2024,8,11
28,11,2,41.70850054423014,-87.58177990383572,2024,8,11
29,11,2,41.75164399580522,-87.62458038330078,2024,8,11
30,11,2,41.75106430053711,-87.58515167236328,2024,8,11
34,11,2,41.66716697567799,-87.62006378173828,2024,8,11
35,11,2,41.83905792236328,-87.60780334472656,2024,8,11
36,11,2,41.98765020370483,-87.66022243499756,2024,8,11
39,11,2,41.82187080383301,-87.62145614624023,2024,8,11
43,11,2,41.81649522220387,-87.62580669627471,2024,8,11
44,11,2,41.740707808274486,-87.65342747614933,2024,8,11
47,11,2,41.80928691228231,-87.62198162078857,2024,8,11
49,11,2,41.950560785109,-87.68843841552734,2024,8,11
50,11,2,41.9763069152832,-87.67414855957031,2024,8,11
51,11,2,41.801658630371094,-87.6451416015625,2024,8,11
52,11,2,41.7989185734799,-87.70366668701172,2024,8,11
52A,11,2,41.7903369140625,-87.70346725463867,2024,8,11
53,11,2,41.8658157204682,-87.72515581238945,2024,8,11
53A,11,2,41.80476408184699,-87.72355651855469,2024,8,11
54,11,2,41.89121590891192,-87.74562072753906,2024,8,11
54B,11,2,41.83978482510181,-87.74385833740234,2024,8,11
55,11,2,41.79227066040039,-87.7414321899414,2024,8,11
56,11,2,41.88733673095703,-87.64417266845703,2024,8,11
57,11,2,41.8848530618768,-87.75523798089279,2024,8,11
60,11,2,41.846468333333334,-87.74457333333334,2024,8,11
62,11,2,41.79883647414873,-87.74117610139668,2024,8,11
63,11,2,41.780208587646484,-87.61624793286593,2024,8,11
63W,11,2,41.78627118197355,-87.73874248157848,2024,8,11
65,11,2,41.920536041259766,-87.77578735351562,2024,8,11
66,11,2,41.89482908982497,-87.76614497258113,2024,8,11
67,11,2,41.769477299281526,-87.61361694335938,2024,8,11
68,11,2,41.97963769095285,-87.776369367327,2024,8,11
70,11,2,41.90269088745117,-87.71854518010066,2024,8,11
71,11,2,41.765659513927645,-87.61547270275298,2024,8,11
72,11,2,41.910058646366515,-87.71629491345635,2024,8,11
73,11,2,41.91830062866211,-87.63963794708252,2024,8,11
74,11,2,41.92470932006836,-87.71010704040528,2024,8,11
75,11,2,41.75952,-87.67396666666667,2024,8,11
76,11,2,41.93147408472348,-87.75372115879843,2024,8,11
